 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 5.    Time:  10:58:48
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     1257  0.1480000E+03  0.19550E+00    2     2810    -4    -5     T
     1258  0.1482500E+03  0.25000E+00    4     2814    -4    -5     T
     1259  0.1485000E+03  0.25000E+00    3     2817    -4    -5     T
     1260  0.1487500E+03  0.25000E+00    2     2819    -4    -5     T
     1261  0.1490000E+03  0.25000E+00    2     2821    -4    -5     T
     1262  0.1495000E+03  0.50000E+00    3     2824    -4    -5     T
     1263  0.1500000E+03  0.50000E+00    2     2826    -4    -5     T
     1264  0.1505000E+03  0.50000E+00    2     2828    -4    -5     T
     1265  0.1510000E+03  0.50000E+00    2     2830    -4    -5     T
     1266  0.1520000E+03  0.10000E+01    4     2834    -4    -5     T
     1267  0.1530000E+03  0.10000E+01    4     2838    -4    -5     T
     1268  0.1530010E+03  0.10000E-02    2     2840    -4    -5     T
     1269  0.1530023E+03  0.13000E-02    2     2842    -4    -5     T
     1270  0.1530040E+03  0.16900E-02    2     2844    -4    -5     T
     1271  0.1530062E+03  0.21970E-02    2     2846    -4    -5     T
     1272  0.1530090E+03  0.28561E-02    2     2848    -4    -5     T
     1273  0.1530128E+03  0.37129E-02    2     2850    -4    -5     T
     1274  0.1530176E+03  0.48268E-02    2     2852    -4    -5     T
     1275  0.1530239E+03  0.62749E-02    2     2854    -4    -5     T
     1276  0.1530320E+03  0.81573E-02    2     2856    -4    -5     T
     1277  0.1530426E+03  0.10604E-01    2     2858    -4    -5     T
     1278  0.1530564E+03  0.13786E-01    2     2860    -4    -5     T
     1279  0.1530743E+03  0.17922E-01    2     2862    -4    -5     T
     1280  0.1530976E+03  0.23298E-01    2     2864    -4    -5     T
     1281  0.1531279E+03  0.30287E-01    2     2866    -4    -5     T
     1282  0.1531673E+03  0.39374E-01    2     2868    -4    -5     T
     1283  0.1532185E+03  0.51186E-01    2     2870    -4    -5     T
     1284  0.1532850E+03  0.66542E-01    3     2873    -4    -5     T
     1285  0.1533744E+03  0.89373E-01    3     2876    -4    -5     T
     1286  0.1534787E+03  0.10427E+00    3     2879    -4    -5     T
     1287  0.1536090E+03  0.13034E+00    3     2882    -4    -5     T
     1288  0.1538045E+03  0.19550E+00    4     2886    -4    -5     T
     1289  0.1540000E+03  0.19550E+00    4     2890    -4    -5     T
     1290  0.1540010E+03  0.10000E-02    2     2892    -4    -5     T
     1291  0.1540023E+03  0.13000E-02    2     2894    -4    -5     T
     1292  0.1540040E+03  0.16900E-02    2     2896    -4    -5     T
     1293  0.1540062E+03  0.21970E-02    2     2898    -4    -5     T
     1294  0.1540090E+03  0.28561E-02    2     2900    -4    -5     T
     1295  0.1540128E+03  0.37129E-02    2     2902    -4    -5     T
     1296  0.1540176E+03  0.48268E-02    2     2904    -4    -5     T
     1297  0.1540239E+03  0.62749E-02    2     2906    -4    -5     T
     1298  0.1540320E+03  0.81573E-02    2     2908    -4    -5     T
     1299  0.1540426E+03  0.10604E-01    2     2910    -4    -5     T
     1300  0.1540564E+03  0.13786E-01    2     2912    -4    -5     T
     1301  0.1540743E+03  0.17922E-01    2     2914    -4    -5     T
     1302  0.1540976E+03  0.23298E-01    2     2916    -4    -5     T
     1303  0.1541279E+03  0.30287E-01    2     2918    -4    -5     T
     1304  0.1541673E+03  0.39374E-01    2     2920    -4    -5     T
     1305  0.1542185E+03  0.51186E-01    2     2922    -4    -5     T
     1306  0.1542850E+03  0.66542E-01    2     2924    -4    -5     T
     1307  0.1543744E+03  0.89373E-01    2     2926    -4    -5     T
     1308  0.1544787E+03  0.10427E+00    3     2929    -4    -5     T
     1309  0.1546090E+03  0.13034E+00    3     2932    -4    -5     T
     1310  0.1548045E+03  0.19550E+00    4     2936    -4    -5     T
     1311  0.1550000E+03  0.19550E+00    3     2939    -4    -5     T
     1312  0.1550010E+03  0.10000E-02    2     2941    -4    -5     T
     1313  0.1550023E+03  0.13000E-02    2     2943    -4    -5     T
     1314  0.1550040E+03  0.16900E-02    2     2945    -4    -5     T
     1315  0.1550062E+03  0.21970E-02    2     2947    -4    -5     T
     1316  0.1550090E+03  0.28561E-02    2     2949    -4    -5     T
     1317  0.1550128E+03  0.37129E-02    2     2951    -4    -5     T
     1318  0.1550176E+03  0.48268E-02    2     2953    -4    -5     T
     1319  0.1550239E+03  0.62749E-02    2     2955    -4    -5     T
     1320  0.1550320E+03  0.81573E-02    2     2957    -4    -5     T
     1321  0.1550426E+03  0.10604E-01    2     2959    -4    -5     T
     1322  0.1550564E+03  0.13786E-01    2     2961    -4    -5     T
     1323  0.1550743E+03  0.17922E-01    2     2963    -4    -5     T
     1324  0.1550976E+03  0.23298E-01    2     2965    -4    -5     T
     1325  0.1551279E+03  0.30287E-01    2     2967    -4    -5     T
     1326  0.1551673E+03  0.39374E-01    2     2969    -4    -5     T
     1327  0.1552185E+03  0.51186E-01    2     2971    -4    -5     T
     1328  0.1552850E+03  0.66542E-01    2     2973    -4    -5     T
     1329  0.1553744E+03  0.89373E-01    2     2975    -4    -5     T
     1330  0.1554787E+03  0.10427E+00    2     2977    -4    -5     T
     1331  0.1556090E+03  0.13034E+00    2     2979    -4    -5     T
     1332  0.1558045E+03  0.19550E+00    2     2981    -4    -5     T
     1333  0.1560000E+03  0.19550E+00    2     2983    -4    -5     T
     1334  0.1562500E+03  0.25000E+00    4     2987    -4    -5     T
     1335  0.1565000E+03  0.25000E+00    2     2989    -4    -5     T
     1336  0.1567500E+03  0.25000E+00    2     2991    -4    -5     T
     1337  0.1570000E+03  0.25000E+00    2     2993    -4    -5     T
     1338  0.1570010E+03  0.10000E-02    2     2995    -4    -5     T
     1339  0.1570023E+03  0.13000E-02    2     2997    -4    -5     T
     1340  0.1570040E+03  0.16900E-02    2     2999    -4    -5     T
     1341  0.1570062E+03  0.21970E-02    2     3001    -4    -5     T
     1342  0.1570090E+03  0.28561E-02    2     3003    -4    -5     T
     1343  0.1570128E+03  0.37129E-02    2     3005    -4    -5     T
     1344  0.1570176E+03  0.48268E-02    2     3007    -4    -5     T
     1345  0.1570239E+03  0.62749E-02    2     3009    -4    -5     T
     1346  0.1570320E+03  0.81573E-02    2     3011    -4    -5     T
     1347  0.1570426E+03  0.10604E-01    2     3013    -4    -5     T
     1348  0.1570564E+03  0.13786E-01    2     3015    -4    -5     T
     1349  0.1570743E+03  0.17922E-01    2     3017    -4    -5     T
     1350  0.1570976E+03  0.23298E-01    2     3019    -4    -5     T
     1351  0.1571279E+03  0.30287E-01    2     3021    -4    -5     T
     1352  0.1571673E+03  0.39374E-01    2     3023    -4    -5     T
     1353  0.1572185E+03  0.51186E-01    2     3025    -4    -5     T
     1354  0.1572850E+03  0.66542E-01    2     3027    -4    -5     T
     1355  0.1573744E+03  0.89373E-01    2     3029    -4    -5     T
     1356  0.1574787E+03  0.10427E+00    2     3031    -4    -5     T
     1357  0.1576090E+03  0.13034E+00    2     3033    -4    -5     T
     1358  0.1578045E+03  0.19550E+00    2     3035    -4    -5     T
     1359  0.1580000E+03  0.19550E+00    2     3037    -4    -5     T
     1360  0.1580010E+03  0.10000E-02    2     3039    -4    -5     T
     1361  0.1580023E+03  0.13000E-02    2     3041    -4    -5     T
     1362  0.1580040E+03  0.16900E-02    2     3043    -4    -5     T
     1363  0.1580062E+03  0.21970E-02    2     3045    -4    -5     T
     1364  0.1580090E+03  0.28561E-02    2     3047    -4    -5     T
     1365  0.1580128E+03  0.37129E-02    2     3049    -4    -5     T
     1366  0.1580176E+03  0.48268E-02    2     3051    -4    -5     T
     1367  0.1580239E+03  0.62749E-02    2     3053    -4    -5     T
     1368  0.1580320E+03  0.81573E-02    2     3055    -4    -5     T
     1369  0.1580426E+03  0.10604E-01    2     3057    -4    -5     T
     1370  0.1580564E+03  0.13786E-01    2     3059    -4    -5     T
     1371  0.1580743E+03  0.17922E-01    2     3061    -4    -5     T
     1372  0.1580976E+03  0.23298E-01    2     3063    -4    -5     T
     1373  0.1581279E+03  0.30287E-01    2     3065    -4    -5     T
     1374  0.1581673E+03  0.39374E-01    2     3067    -4    -5     T
     1375  0.1582185E+03  0.51186E-01    2     3069    -4    -5     T
     1376  0.1582850E+03  0.66542E-01    2     3071    -4    -5     T
     1377  0.1583744E+03  0.89373E-01    2     3073    -4    -5     T
     1378  0.1584787E+03  0.10427E+00    2     3075    -4    -5     T
     1379  0.1586090E+03  0.13034E+00    2     3077    -4    -5     T
     1380  0.1588045E+03  0.19550E+00    2     3079    -4    -5     T
     1381  0.1590000E+03  0.19550E+00    2     3081    -4    -5     T
     1382  0.1590010E+03  0.10000E-02    2     3083    -4    -5     T
     1383  0.1590023E+03  0.13000E-02    2     3085    -4    -5     T
     1384  0.1590040E+03  0.16900E-02    2     3087    -4    -5     T
     1385  0.1590062E+03  0.21970E-02    2     3089    -4    -5     T
     1386  0.1590090E+03  0.28561E-02    2     3091    -4    -5     T
     1387  0.1590128E+03  0.37129E-02    2     3093    -4    -5     T
     1388  0.1590176E+03  0.48268E-02    2     3095    -4    -5     T
     1389  0.1590239E+03  0.62749E-02    2     3097    -4    -5     T
     1390  0.1590320E+03  0.81573E-02    2     3099    -4    -5     T
     1391  0.1590426E+03  0.10604E-01    2     3101    -4    -5     T
     1392  0.1590564E+03  0.13786E-01    2     3103    -4    -5     T
     1393  0.1590743E+03  0.17922E-01    2     3105    -4    -5     T
     1394  0.1590976E+03  0.23298E-01    2     3107    -4    -5     T
     1395  0.1591279E+03  0.30287E-01    2     3109    -4    -5     T
     1396  0.1591673E+03  0.39374E-01    2     3111    -4    -5     T
     1397  0.1592185E+03  0.51186E-01    2     3113    -4    -5     T
     1398  0.1592850E+03  0.66542E-01    2     3115    -4    -5     T
     1399  0.1593744E+03  0.89373E-01    2     3117    -4    -5     T
     1400  0.1594787E+03  0.10427E+00    2     3119    -4    -5     T
     1401  0.1596090E+03  0.13034E+00    2     3121    -4    -5     T
     1402  0.1598045E+03  0.19550E+00    2     3123    -4    -5     T
     1403  0.1600000E+03  0.19550E+00    2     3125    -4    -5     T
     1404  0.1602500E+03  0.25000E+00    3     3128    -4    -5     T
     1405  0.1606250E+03  0.37500E+00    3     3131    -4    -5     T
     1406  0.1610000E+03  0.37500E+00    2     3133    -4    -5     T
     1407  0.1610010E+03  0.10000E-02    2     3135    -4    -5     T
     1408  0.1610023E+03  0.13000E-02    2     3137    -4    -5     T
     1409  0.1610040E+03  0.16900E-02    2     3139    -4    -5     T
     1410  0.1610062E+03  0.21970E-02    2     3141    -4    -5     T
     1411  0.1610090E+03  0.28561E-02    2     3143    -4    -5     T
     1412  0.1610128E+03  0.37129E-02    2     3145    -4    -5     T
     1413  0.1610176E+03  0.48268E-02    2     3147    -4    -5     T
     1414  0.1610239E+03  0.62749E-02    2     3149    -4    -5     T
     1415  0.1610320E+03  0.81573E-02    2     3151    -4    -5     T
     1416  0.1610426E+03  0.10604E-01    2     3153    -4    -5     T
     1417  0.1610564E+03  0.13786E-01    2     3155    -4    -5     T
     1418  0.1610743E+03  0.17922E-01    2     3157    -4    -5     T
     1419  0.1610976E+03  0.23298E-01    2     3159    -4    -5     T
     1420  0.1611279E+03  0.30287E-01    2     3161    -4    -5     T
     1421  0.1611673E+03  0.39374E-01    2     3163    -4    -5     T
     1422  0.1612185E+03  0.51186E-01    2     3165    -4    -5     T
     1423  0.1612850E+03  0.66542E-01    2     3167    -4    -5     T
     1424  0.1613744E+03  0.89373E-01    2     3169    -4    -5     T
     1425  0.1614787E+03  0.10427E+00    2     3171    -4    -5     T
     1426  0.1616090E+03  0.13034E+00    2     3173    -4    -5     T
     1427  0.1618045E+03  0.19550E+00    2     3175    -4    -5     T
     1428  0.1620000E+03  0.19550E+00    2     3177    -4    -5     T
     1429  0.1622500E+03  0.25000E+00    4     3181    -4    -5     T
     1430  0.1625000E+03  0.25000E+00    3     3184    -4    -5     T
     1431  0.1627500E+03  0.25000E+00    2     3186    -4    -5     T
     1432  0.1630000E+03  0.25000E+00    2     3188    -4    -5     T
     1433  0.1630010E+03  0.10000E-02    2     3190    -4    -5     T
     1434  0.1630023E+03  0.13000E-02    2     3192    -4    -5     T
     1435  0.1630040E+03  0.16900E-02    2     3194    -4    -5     T
     1436  0.1630062E+03  0.21970E-02    2     3196    -4    -5     T
     1437  0.1630090E+03  0.28561E-02    2     3198    -4    -5     T
     1438  0.1630128E+03  0.37129E-02    2     3200    -4    -5     T
     1439  0.1630176E+03  0.48268E-02    2     3202    -4    -5     T
     1440  0.1630239E+03  0.62749E-02    2     3204    -4    -5     T
     1441  0.1630320E+03  0.81573E-02    2     3206    -4    -5     T
     1442  0.1630426E+03  0.10604E-01    2     3208    -4    -5     T
     1443  0.1630564E+03  0.13786E-01    2     3210    -4    -5     T
     1444  0.1630743E+03  0.17922E-01    2     3212    -4    -5     T
     1445  0.1630976E+03  0.23298E-01    2     3214    -4    -5     T
     1446  0.1631279E+03  0.30287E-01    2     3216    -4    -5     T
     1447  0.1631673E+03  0.39374E-01    2     3218    -4    -5     T
     1448  0.1632185E+03  0.51186E-01    2     3220    -4    -5     T
     1449  0.1632850E+03  0.66542E-01    2     3222    -4    -5     T
     1450  0.1633744E+03  0.89373E-01    2     3224    -4    -5     T
     1451  0.1634787E+03  0.10427E+00    2     3226    -4    -5     T
     1452  0.1636090E+03  0.13034E+00    2     3228    -4    -5     T
     1453  0.1638045E+03  0.19550E+00    2     3230    -4    -5     T
     1454  0.1640000E+03  0.19550E+00    2     3232    -4    -5     T
end
